Title,ImdbId
Spy Kids (2001),tt0227538
Beverly Hills Cop (1984),tt0086960
Cars 3 (2017),tt3606752
All Eyez on Me (2017),tt1666185
Resident Evil: Vendetta (2017),tt5776208
Okja (2017),tt3967856
Beverly Hills Cop II (1987),tt0092644
Beverly Hills Cop III (1994),tt0109254
Beverly Hills Cop 4 (2021),tt3083016
The Grudge (2004),tt0391198
Session 9 (2001),tt0261983
A Tale of Two Sisters (2003),tt0365376
You're Next (2011),tt1853739
Audition (1999),tt0235198
Let Me In (2010),tt1228987
Let the Right One In (2008),tt1139797
Stir of Echoes (1999),tt0164181
Funny Games (2007),tt0808279
American Psycho II: All American Girl (2002),tt0283877
The Haunting in Connecticut 2: Ghosts of Georgia (2013),tt1457765
The Last Exorcism (2010),tt1320244
The Exorcism of Emily Rose (2005),tt0404032
Flatliners (1990),tt0099582
The Village (2004),tt0368447
Bug (2006),tt0470705
Melancholia (2011),tt1527186
Psycho (1998),tt0155975
Thir13en Ghosts (2001),tt0245674
The Exorcist (1973),tt0070047
Insidious (2010),tt1591095
Insidious: Chapter 2 (2013),tt2226417
The Uninvited (2009),tt0815245
Let's Scare Jessica to Death (1971),tt0067341
Dark Water (2005),tt0382628
Lake Mungo (2008),tt0816556
The Night of the Hunter (1955),tt0048424
Haunter (2013),tt2345567
Quarantine (2008),tt1082868
Grave Encounters (2011),tt1703199
The Descent (2005),tt0435625
The Thing (2011),tt0905372
Altered States (1980),tt0080360
Possession (1981),tt0082933
Demon Seed (1977),tt0075931
Pontypool (2008),tt1226681
Apt Pupil (1998),tt0118636
The Dark Half (1993),tt0106664
The Midnight Meat Train (2008),tt0805570
Suicide Club (2001),tt0312843
Carrie (2013),tt1939659
Carrie (1976),tt0074285
Carrie (2002),tt0319970
Frozen (2010),tt1323045
Maniac (2012),tt2103217
Maniac (1980),tt0081114
The Astronaut's Wife (1999),tt0138304
"My Son, My Son, What Have Ye Done (2009)",tt1233219
Body Snatchers (1993),tt0106452
Invasion of the Body Snatchers (1956),tt0049366
The Invasion (2007),tt0427392
The Neon Demon (2016),tt1974419
A Field in England (2013),tt2375574
Deadgirl (2008),tt0896534
Starry Eyes (2014),tt2793490
Circle (2015),tt3118452
Come and See (1985),tt0091251
Julia's Eyes (2010),tt1512685
Red Eye (2005),tt0421239
The Bad Seed (1956),tt0048977
The Boy (2015),tt2443822
Crawlspace (2012),tt1890375
Flowers in the Attic (1987),tt0093036
I Know Who Killed Me (2007),tt0897361
The Mothman Prophecies (2002),tt0265349
The Woman in Black (2012),tt1596365
What Lies Beneath (2000),tt0161081
Escape from Tomorrow (2013),tt2187884
The Device (2014),tt3593120
Pod (2015),tt3541080
Honeymoon (2014),tt3177316
Cape Fear (1991),tt0101540
Milwood (2013),tt4190256
Poltergeist (1982),tt0084516
The Strangers (2008),tt0482606
Panic Room (2002),tt0258000
The Changeling (1980),tt0080516
Cat People (1982),tt0083722
Cat People (1942),tt0034587
Dead End (2003),tt0308152
Candyman (1992),tt0103919
Candyman: Farewell to the Flesh (1995),tt0112625
Candyman: Day of the Dead (1999),tt0165662
The Innocents (1961),tt0055018
A Nightmare on Elm Street (1984),tt0087800
Spiral (2000),tt0244870
The Devil's Backbone (2001),tt0256009
The Vanishing (1988),tt0096163
The Lady in the Car with Glasses and a Gun (2015),tt4159182
Twin Peaks: Fire Walk with Me (1992),tt0105665
The Omen (1976),tt0075005
Berberian Sound Studio (2012),tt1833844
The Tenant (1976),tt0074811
The Butcher Boy (1997),tt0118804
The Bridge (2006),tt0799954
Boxing Helena (1993),tt0106471
Dark Floors (2008),tt0985025
Buried (2010),tt1462758
Mama (2013),tt2023587
Lord of Tears (2013),tt2367066
Mr. Jones (2013),tt2507280
Wake Wood (2009),tt1296899
Don't Look Now (1973),tt0069995
The Canal (2014),tt2517658
Absentia (2011),tt1610996
Rope (1948),tt0040746
Dread (2009),tt1331307
Dr. Jekyll and Mr. Hyde (1931),tt0022835
The Amityville Horror (1979),tt0078767
Ghost Story (1981),tt0082449
Martha Marcy May Marlene (2011),tt1441326
Cold Fish (2010),tt1632547
Chasing Sleep (2000),tt0221069
Revenge of the Nerds III: The Next Generation (1992),tt0105251
Revenge of the Nerds IV: Nerds In Love (1994),tt0110982
Vacancy (2007),tt0452702
Foxcatcher (2014),tt1100089
Get Shorty (1995),tt0113161
Michael Clayton (2007),tt0465538
Platoon (1986),tt0091763
Hellraiser (1987),tt0093177
Before the Devil Knows You're Dead (2007),tt0292963
Eraser (1996),tt0116213
The Beguiled (2017),tt5592248
Rough Night (2017),tt4799050
The House (2017),tt4481514
The Zookeeper's Wife (2017),tt1730768
Their Finest (2016),tt1661275
Tour de Pharmacy (2017),tt5886510
Spark: A Space Tail (2016),tt3228088
Awakening the Zodiac (2017),tt6294892
The Last Scout (2017),tt2923834
Sword Art Online: The Movie - Ordinal Scale (2017),tt5544384
Ghost World (2001),tt0162346
Dave Made a Maze (2017),tt4457344
Cremaster 1 (1996),tt0321780
Cremaster 4 (1994),tt0321782
Cremaster 3 (2002),tt0321781
Cremaster 5 (1996),tt0118898
Cremaster 2 (1998),tt0214605
Attack the Block (2011),tt1478964
Cars 2 (2011),tt1216475
Oliver & Company (1988),tt0095776
The Rescuers Down Under (1990),tt0100477
James and the Giant Peach (1996),tt0116683
Beauty and the Beast: The Enchanted Christmas (1997),tt0118692
Doug's 1st Movie (1999),tt0187819
Dinosaur (2000),tt0130623
Cinderella II: Dreams Come True (2002),tt0291082
101 Dalmatians II: Patch's London Adventure (2003),tt0324941
Winnie the Pooh: Springtime with Roo (2004),tt0384696
Pooh's Heffalump Halloween Movie (2005),tt0457437
Brother Bear 2 (2006),tt0465925
Bambi II (2006),tt0447854
The Wild (2006),tt0405469
Cinderella III: A Twist in Time (2007),tt0465940
The Little Mermaid: Ariel's Beginning (2008),tt0969647
Tinker Bell (2008),tt0823671
Tinker Bell and the Lost Treasure (2009),tt1216516
Ponyo (2008),tt0876563
The Princess and the Frog (2009),tt0780521
Tinker Bell and the Great Fairy Rescue (2010),tt1216515
Mars Needs Moms (2011),tt1305591
Frankenweenie (2012),tt1142977
Planes (2013),tt1691917
Planes: Fire & Rescue (2014),tt2980706
The Road to El Dorado (2000),tt0138749
The Prince of Egypt (1998),tt0120794
Spirit: Stallion of the Cimarron (2002),tt0166813
Wallace & Gromit: The Curse of the Were-Rabbit (2005),tt0312004
Over the Hedge (2006),tt0327084
Puss in Boots (2011),tt0448694
The Croods (2013),tt0481499
Turbo (2013),tt1860353
The Many Adventures of Winnie the Pooh (1977),tt0076363
Rio 2 (2014),tt2357291
Dolphin Tale 2 (2014),tt2978462
It's a Wonderful Life (1946),tt0038650
Open Season (2006),tt0400717
Saving Santa (2013),tt2204315
The Odd Life of Timothy Green (2012),tt1462769
Spy Kids: All the Time in the World (2011),tt1517489
Teenage Mutant Ninja Turtles (1990),tt0100758
Real Steel (2011),tt0433035
The Adventures of Tintin (2011),tt0983193
The Karate Kid (2010),tt1155076
We Bought a Zoo (2011),tt1389137
Mirror Mirror (2012),tt1667353
The Pirates! In an Adventure with Scientists! (2012),tt1430626
The Golden Compass (2007),tt0385752
Escape from Planet Earth (2013),tt0765446
Robots (2005),tt0358082
Arthur Christmas (2011),tt1430607
Hop (2011),tt1411704
The NeverEnding Story (1984),tt0088323
Chitty Chitty Bang Bang (1968),tt0062803
Alvin and the Chipmunks (2007),tt0952640
Bedknobs and Broomsticks (1971),tt0066817
High School Musical (2006),tt0475293
High School Musical 2 (2007),tt0810900
High School Musical 3: Senior Year (2008),tt0962726
The Cat in the Hat (2003),tt0312528
Babe (1995),tt0112431
"Tad, the Lost Explorer (2012)",tt1764625
Tangled Ever After (2012),tt2112281
FernGully: The Last Rainforest (1992),tt0104254
Free Birds (2013),tt1621039
For the Birds (2000),tt0248808
Short Circuit (1986),tt0091949
Air Buddies (2006),tt0470982
Elf: Buddy's Musical Christmas (2014),tt4147830
Mighty Ducks the Movie: The First Face-Off (1996),tt0179976
Balto (1995),tt0112453
Pee-wee's Big Adventure (1985),tt0089791
Pee-wee's Big Holiday (2016),tt0837156
Pokémon: The First Movie - Mewtwo Strikes Back (1998),tt0190641
Pokémon Heroes: Latios and Latias (2002),tt0347791
The Tigger Movie (2000),tt0220099
Once Upon a Sesame Street Christmas (2016),tt6319942
Descendants (2015),tt3440298
A Fairly Odd Summer (2014),tt3149536
A Fairly Odd Christmas (2012),tt2299368
The Lion Guard: Return of the Roar (2015),tt4938602
Rock Dog (2016),tt2822672
Nine Lives (2016),tt4383594
Brother Bear (2003),tt0328880
The Fox and the Hound 2 (2006),tt0465997
Enchanted (2007),tt0461770
Walt Disney (2015),tt5028698
War for the Planet of the Apes (2017),tt3450958
Air Force One (1997),tt0118571
Justice League: Crisis on Two Earths (2010),tt1494772
The Untouchables (1987),tt0094226
The Big Sick (2017),tt5462602
CHiPS (2017),tt0493405
To the Bone (2017),tt5541240
Chasing Coral (2017),tt6333054
Icarus (2017),tt6333060
The Age of Shadows (2016),tt4914580
Starship Troopers 2: Hero of the Federation (2004),tt0367093
The Polar Express (2004),tt0338348
I.T. (2016),tt2679552
Madea Goes to Jail (2009),tt1142800
A Madea Christmas (2013),tt2609758
A Madea Christmas (2011),tt2041534
Boo! A Madea Halloween (2016),tt5325452
Boo 2! A Madea Halloween (2017),tt6217804
Madea's Family Reunion (2006),tt0455612
Madea Gets A Job - The Play (2013),tt2670016
Boyz n the Hood (1991),tt0101507
Malcolm X (1992),tt0104797
Training Day (2001),tt0139654
Ray (2004),tt0350258
Set It Off (1996),tt0117603
Lean On Me (1989),tt0097722
The Pursuit of Happyness (2006),tt0454921
Love & Basketball (2000),tt0199725
Bad Boys for Life (2020),tt1502397
Menace II Society (1993),tt0107554
New Jack City (1991),tt0102526
Glory (1989),tt0097441
Barbershop (2002),tt0303714
Barbershop: The Next Cut (2016),tt3628584
The Best Man (1999),tt0168501
Juice (1992),tt0104573
The Five Heartbeats (1991),tt0101891
Poetic Justice (1993),tt0107840
Antwone Fisher (2002),tt0168786
Roots (2016),tt3315386
Ali (2001),tt0248667
House Party (1990),tt0099800
House Party 2 (1991),tt0102065
House Party 4: Down to the Last Minute (2000),tt0244491
House Party 3 (1993),tt0110064
A Time to Kill (1996),tt0117913
Life (1999),tt0123964
Waiting to Exhale (1995),tt0114885
What's Love Got to Do with It (1993),tt0108551
The Wood (1999),tt0161100
Brown Sugar (2002),tt0297037
How Stella Got Her Groove Back (1998),tt0120703
School Daze (1988),tt0096054
Dead Presidents (1995),tt0112819
The Original Kings of Comedy (2000),tt0236388
Dreamgirls (2006),tt0443489
Baby Boy (2001),tt0255819
Drumline (2002),tt0303933
Drumline: A New Beat (2014),tt3520698
Coach Carter (2005),tt0393162
Love Jones (1997),tt0119572
Think Like a Man (2012),tt1621045
Amistad (1997),tt0118607
American Gangster (2007),tt0765429
Harlem Nights (1989),tt0097481
The Tuskegee Airmen (1995),tt0114745
Cooley High (1975),tt0072820
Sister Act (1992),tt0105417
Sister Act 2: Back in the Habit (1993),tt0108147
Higher Learning (1995),tt0113305
Eve's Bayou (1997),tt0119080
The Hurricane (1999),tt0174856
Hustle & Flow (2005),tt0410097
Akeelah and the Bee (2006),tt0437800
Purple Rain (1984),tt0087957
The Wiz (1978),tt0078504
The Wiz Live! (2015),tt4718770
The Preacher's Wife (1996),tt0117372
I'm Gonna Git You Sucka (1988),tt0095348
Why Did I Get Married? (2007),tt0906108
Why Did I Get Married Too? (2010),tt1391137
A Soldier's Story (1984),tt0088146
All About the Benjamins (2002),tt0278295
In the Heat of the Night (1967),tt0061811
Two Can Play That Game (2001),tt0269341
In Too Deep (1999),tt0160401
Paid in Full (2002),tt0259484
Belly (1998),tt0158493
Diary of a Mad Black Woman (2005),tt0422093
Jungle Fever (1991),tt0102175
A Low Down Dirty Shame (1994),tt0110399
Cool Runnings (1993),tt0106611
Nutty Professor II: The Klumps (2000),tt0144528
Guess Who's Coming to Dinner (1967),tt0061735
Johnson Family Vacation (2004),tt0359517
Hoodlum (1997),tt0119311
Closing the Ring (2007),tt0488380
Assassination of a High School President (2008),tt1018818
You and I (2011),tt1046171
The House Bunny (2008),tt0852713
What's Your Number? (2011),tt0770703
Dunkirk (2017),tt5013056
Traffic (2000),tt0181865
City of Industry (1997),tt0118859
Rise: Blood Hunter (2007),tt0389328
Flypaper (1998),tt0132165
Flypaper (2011),tt1541160
Into the Forest (2015),tt2625810
Valerian and the City of a Thousand Planets (2017),tt2239822
Going in Style (2017),tt2568862
A History of Violence (2005),tt0399146
The Fault in Our Stars (2014),tt2582846
Captain Phillips (2013),tt1535109
Road to Perdition (2002),tt0257044
A Few Good Men (1992),tt0104257
The Time Machine (2002),tt0268695
Grosse Pointe Blank (1997),tt0119229
Girls Trip (2017),tt3564472
Black Butterfly (2017),tt2090465
Sleepless (2017),tt2072233
The Osiris Child (2016),tt4536768
Top of the Lake: China Girl (2017),
Pilgrimage (2017),tt3531202
Resolve (2017),tt7158130
Batman and Harley Quinn (2017),tt6556890
My Friend Dahmer (2017),tt2291540
Jigsaw (2017),tt3348730
The Incredible Jessica James (2017),tt5990342
The Insider (1999),tt0140352
Wish Upon (2017),tt5322012
Detroit (2017),tt5390504
Atomic Blonde (2017),tt2406566
The Layover (2017),tt4565520
Patriots Day (2016),tt4572514
Mine (2016),tt3707104
What Happened to Monday (2017),tt1536537
Ghost Note (2017),tt5109302
The Evil Dead (1981),tt0083907
Evil Dead II (1987),tt0092991
Evil Dead (2013),tt1288558
Hell or High Water (2016),tt2582782
The Crazies (2010),tt0455407
Unforgiven (1992),tt0105695
Short Term 12 (2013),tt2370248
Paths of Glory (1957),tt0050825
The Third Man (1949),tt0041959
On the Waterfront (1954),tt0047296
Me Before You (2016),tt2674426
Masterminds (2016),tt2461150
Kill Switch (2017),tt5464234
Skiptrace (2016),tt2238032
Gun Shy (2017),tt3910736
Mr. Nice Guy (1997),tt0117786
Shinjuku Incident (2009),tt1075419
Gorgeous (1999),tt0184526
Annabelle: Creation (2017),tt5140878
The Medallion (2003),tt0288045
Seven Pounds (2008),tt0814314
Six Degrees of Separation (1993),tt0108149
Wild Wild West (1999),tt0120891
Hitch (2005),tt0386588
Hancock (2008),tt0448157
Concussion (2015),tt3322364
Bright (2017),tt5519340
Batman vs. Two-Face (2017),tt6142314
Afro Samurai: Resurrection (2009),tt1265998
The Man with the Iron Fists (2012),tt1258972
Cypher (2002),tt0284978
Redlight (2009),tt1530667
3 Needles (2005),tt0395424
Jurassic World: Fallen Kingdom (2018),tt4881806
Wild Things 2 (2004),tt0365270
30 Days of Night (2007),tt0389722
I Come with the Rain (2009),tt1024744
The Black Dahlia (2006),tt0387877
October Sky (1999),tt0132477
Love & Other Drugs (2010),tt0758752
Highway (2002),tt0165361
End of Watch (2012),tt1855199
Stronger (2017),tt3881784
The Sisters Brothers (2018),tt4971344
Brothers (2009),tt0765010
The Good Girl (2002),tt0279113
Rumor Has It... (2005),tt0398375
Picture Perfect (1997),tt0119896
Management (2008),tt1082853
Cake (2014),tt3442006
Mother's Day (2016),tt4824302
He's Just Not That Into You (2009),tt1001508
The Object of My Affection (1998),tt0120772
Money Talks (1997),tt0119695
Paper Soldiers (2002),tt0309986
Life Is Beautiful (1997),tt0118799
Once Upon a Time in the West (1968),tt0064116
City Lights (1931),tt0021749
The Intouchables (2011),tt1675434
Modern Times (1936),tt0027977
Rear Window (1954),tt0047396
Sunset Boulevard (1950),tt0043014
Cinema Paradiso (1988),tt0095765
Once Upon a Time in America (1984),tt0087843
Das Boot (1981),tt0082096
Citizen Kane (1941),tt0033467
North by Northwest (1959),tt0053125
Dangal (2016),tt5074352
M (1931),tt0022100
Lawrence of Arabia (1962),tt0056172
Double Indemnity (1944),tt0036775
Singin' in the Rain (1952),tt0045152
The Sting (1973),tt0070735
Bicycle Thieves (1948),tt0040522
The Kid (1921),tt0012349
For a Few Dollars More (1965),tt0059578
The Apartment (1960),tt0053604
Rashomon (1950),tt0042876
A Separation (2011),tt1832382
Metropolis (1927),tt0017136
All About Eve (1950),tt0042192
Yojimbo (1961),tt0055630
Some Like It Hot (1959),tt0053291
The Treasure of the Sierra Madre (1948),tt0040897
Raging Bull (1980),tt0081398
Children of Heaven (1997),tt0118849
The Great Escape (1963),tt0057115
Chinatown (1974),tt0071315
Ikiru (1952),tt0044741
Ran (1985),tt0089881
The Secret in Their Eyes (2009),tt1305806
Incendies (2010),tt1255953
The Bridge on the River Kwai (1957),tt0050212
Judgment at Nuremberg (1961),tt0055031
Mr. Smith Goes to Washington (1939),tt0031679
The Elephant Man (1980),tt0080678
Wild Strawberries (1957),tt0050986
The General (1926),tt0017925
Warrior (2011),tt1291584
Dial M for Murder (1954),tt0046912
Sunrise: A Song of Two Humans (1927),tt0018455
The Deer Hunter (1978),tt0077416
Gone with the Wind (1939),tt0031381
Tokyo Story (1953),tt0046438
Cool Hand Luke (1967),tt0061512
The Passion of Joan of Arc (1928),tt0019254
Rebecca (1940),tt0032976
Mary and Max (2009),tt0978762
A Wednesday! (2008),tt1280558
Baby Driver (2017),tt3890160
It Happened One Night (1934),tt0025316
Life of Brian (1979),tt0079470
Wild Tales (2014),tt3011894
Rush (2013),tt1979320
The Wages of Fear (1953),tt0046268
Network (1976),tt0074958
In the Name of the Father (1993),tt0107207
Stand by Me (1986),tt0092005
The 400 Blows (1959),tt0053198
Ben-Hur (1959),tt0052618
Persona (1966),tt0060827
Butch Cassidy and the Sundance Kid (1969),tt0064115
Amores Perros (2000),tt0245712
Paper Moon (1973),tt0070510
Stalker (1979),tt0079944
The Maltese Falcon (1941),tt0033870
Hachi: A Dog's Tale (2009),tt1028532
The Princess Bride (1987),tt0093779
Munna Bhai M.B.B.S. (2003),tt0374887
Before Sunrise (1995),tt0112471
The Grapes of Wrath (1940),tt0032551
Sholay (1975),tt0073707
Touch of Evil (1958),tt0052311
Gandhi (1982),tt0083987
Diabolique (1955),tt0046911
Annie Hall (1977),tt0075686
Barry Lyndon (1975),tt0072684
Mirror (1975),tt0072443
Hera Pheri (2000),tt0242519
Infernal Affairs (2002),tt0338564
The Best Years of Our Lives (1946),tt0036868
The Battle of Algiers (1966),tt0058946
Gangs of Wasseypur - Part 1 (2012),tt1954470
In the Mood for Love (2000),tt0118694
What Ever Happened to Baby Jane? (1962),tt0056687
Big Momma's House 2 (2006),tt0421729
Rebound (2005),tt0376108
College Road Trip (2008),tt0997047
"Big Mommas: Like Father, Like Son (2011)",tt1464174
Talkin' Dirty After Dark (1991),tt0103039
Blue Streak (1999),tt0181316
The Invisible Guest (2016),tt4857264
Broken Arrow (1996),tt0115759
The Diving Bell and the Butterfly (2007),tt0401383
Law Abiding Citizen (2009),tt1197624
Bait (2000),tt0211938
Madea's Big Happy Family The Play (2010),tt1647476
"Everything, Everything (2017)",tt5001718
The Glass Castle (2017),tt2378507
Snatched (2017),tt2334871
From Up on Poppy Hill (2011),tt1798188
Journey 2: The Mysterious Island (2012),tt1397514
The Scorpion King (2002),tt0277296
Doom (2005),tt0419706
Tooth Fairy (2010),tt0808510
Walking Tall (2004),tt0351977
Flirting with Disaster (1996),tt0116324
Keeping the Faith (2000),tt0171433
Duplex (2003),tt0266489
The Heartbreak Kid (2007),tt0408839
Greenberg (2010),tt1234654
Tower Heist (2011),tt0471042
Madly Madagascar (2013),tt2702348
Bowling for Columbine (2002),tt0310793
Absolutely Fabulous: The Movie (2016),tt2112096
Confetti (2006),tt0427089
The Wedding Video (2012),tt2035670
Battle of the Sexes (2017),tt4622512
Rememory (2017),tt2331047
I'm Not There. (2007),tt0368794
The Guard (2011),tt1540133
The Fall (2006),tt0460791
Going the Distance (2010),tt1322312
The Hollars (2016),tt3714720
Stanley Kubrick: A Life in Pictures (2001),tt0278736
"O Brother, Where Art Thou? (2000)",tt0190590
Syriana (2005),tt0365737
From Dusk Till Dawn (1996),tt0116367
The Perfect Storm (2000),tt0177971
The Ides of March (2011),tt1124035
"Good Night, and Good Luck. (2005)",tt0433383
Leatherheads (2008),tt0379865
Welcome to Mooseport (2004),tt0361925
Rob the Mob (2014),tt2481480
Frequently Asked Questions About Time Travel (2009),tt0910554
Cuban Fury (2014),tt2390237
"3, 2, 1... Frankie Go Boom (2012)",tt1772271
Calvary (2014),tt2234003
The Program (2015),tt3083008
PK (2014),tt2338151
Death Note (2017),tt1241317
The Batman vs. Dracula (2005),tt0472219
Batman Unlimited: Animal Instincts (2015),tt4437640
Batman Unmasked: The Psychology of the Dark Knight (2008),tt1265589
The Borrowers (2011),tt1975269
The Road Within (2014),tt2962876
Anita B. (2014),tt2884308
The Mortal Instruments: City of Bones (2013),tt1538403
Cherrybomb (2009),tt1248971
Season of the Witch (2011),tt0479997
"Paris, Texas (1984)",tt0087884
Drishyam (2015),tt4430212
Life As We Know It (2010),tt1055292
The Girl with All the Gifts (2016),tt4547056
Snowball Effect: The Story of Clerks (2004),tt0420917
High Hopes (2006),tt0468520
Noobz (2012),tt1884369
The Night Crew (2015),tt3323638
Kevin Hart: Seriously Funny (2010),tt1714196
Something Like A Business (2010),tt1103255
Kevin Hart: Let Me Explain (2013),tt2609912
About Last Night (2014),tt1826590
Kevin Hart: Laugh at My Pain (2011),tt1999192
Kevin Hart: I'm a Grown Little Man (2009),tt1420554
Burke & Hare (2010),tt1320239
A Fantastic Fear of Everything (2012),tt2006040
Hector and the Search for Happiness (2014),tt1626146
Absolutely Anything (2015),tt1727770
Man Up (2015),tt3064298
Big Nothing (2006),tt0488085
Fighting with My Family (2019),tt6513120
Happy Family (2017),tt6572702
The Skeleton Twins (2014),tt1571249
American Virgin (2009),tt1318044
The Chosen One (2010),tt0970926
Jungle Shuffle (2014),tt2722786
Venom (2018),tt1270797
Suburbicon (2017),tt0491175
Kevin Hart: What Now? (2016),tt4669186
The Last Dragonslayer (2016),tt5807628
A.C.O.D. (2013),tt1311060
Swades (2004),tt0367110
Amnesiac (2015),tt2837336
Naked (2017),tt6048930
Sleeping with Other People (2015),tt3165612
7 Days in Hell (2015),tt3895884
Get Over It (2001),tt0192071
The Book of Eli (2010),tt1037705
Krippendorf's Tribe (1998),tt0120725
Extract (2009),tt1225822
Max Payne (2008),tt0467197
Boot Camp (2008),tt0870204
Reno 911!: Miami (2007),tt0499554
Be Cool (2005),tt0377471
Tin Men (1987),tt0094155
Terms of Endearment (1983),tt0086425
Heist (2001),tt0252503
The War of the Roses (1989),tt0098621
Godzilla: Planet of the Monsters (2017),tt5979874
Eureka Seven Hi-Evolution 1 (2017),tt7480958
Fate/Stay Night: Heaven's Feel I. Presage Flower (2017),tt4054952
Fate/Stay Night: Heaven's Feel II. Lost Butterfly (2019),tt8091892
Fate/Stay Night: Heaven's Feel III. Spring Song (0),tt8092118
The Disaster Artist (2017),tt3521126
Blade Runner 2049 (2017),tt1856101
Ready Player One (2018),tt1677720
The Shape of Water (2017),tt5580390
Pacific Rim: Uprising (2018),tt2557478
The Snowman (2017),tt1758810
The Snowman (1982),tt0084701
Frosty the Snowman (1969),tt0064349
Kingsman: The Golden Circle (2017),tt4649466
The Lego Ninjago Movie (2017),tt3014284
Downsizing (2017),tt1389072
Mark Felt: The Man Who Brought Down the White House (2017),tt5175450
Marshall (2017),tt5301662
Killing Gunther (2017),tt5689068
Super Troopers 2 (2018),tt0859635
Constantine 2 (0),tt1071873
Magister Negi Magi: Anime Final (2011),tt3818692
The Light Between Oceans (2016),tt2547584
Pathfinder (2007),tt0446013
Office Christmas Party (2016),tt1711525
A Golden Christmas (2009),tt1489248
Tinker Bell and the Legend of the NeverBeast (2014),tt3120408
An Honest Liar (2014),tt2246565
Not Another Teen Movie (2001),tt0277371
Bound (1996),tt0115736
Revolutionary Road (2008),tt0959337
The Dreamers (2003),tt0309987
Aria (1987),tt0092580
The Disappearance of Haruhi Suzumiya (2010),tt1572781
Tomb Raider (2018),tt1365519
Jumanji: Welcome to the Jungle (2017),tt2283362
Red Sparrow (2018),tt2873282
The Punisher (2004),tt0330793
Code Geass: Lelouch of the Rebellion - Initiation (2017),tt8100900
Code Geass: Lelouch of the Rebellion - Transgression (2018),tt9598270
Parasyte: Part 2 (2015),tt3345474
Corpse Party (2015),tt4530804
Anatomy of a Murder (1959),tt0052561
Troy (2004),tt0332452
Lucky Number Slevin (2006),tt0425210
The Expendables 2 (2012),tt1764651
Percy Jackson & the Olympians: The Lightning Thief (2010),tt0814255
"Yes, God, Yes (2017)",tt6089002
Wolf Children (2012),tt2140203
mother! (2017),tt5109784
Friend Request (2016),tt3352390
Tulip Fever (2017),tt0491203
Birth of the Dragon (2016),tt2720826
Cult of Chucky (2017),tt3280262
Gaga: Five Foot Two (2017),tt7291268
Falling for Vermont (2017),tt7131334
Kung Fu Yoga (2017),tt4217392
Leatherface (2017),tt2620590
The Hero (2017),tt5655222
Curse of Chucky (2013),tt2230358
Bride of Chucky (1998),tt0144120
Seed of Chucky (2004),tt0387575
Child's Play (1988),tt0094862
Child's Play 2 (1990),tt0099253
Child's Play 3 (1991),tt0103956
Strangers on a Train (1951),tt0044079
Notorious (1946),tt0038787
21 Grams (2003),tt0315733
Shame (2011),tt1723811
Moneyball (2011),tt1210166
13 Going on 30 (2004),tt0337563
Donnie Brasco (1997),tt0119008
Man on Fire (2004),tt0328107
Battleship (2012),tt1440129
Æon Flux (2005),tt0402022
Escape Plan (2013),tt1211956
Descendants 2 (2017),tt5117876
Cherry Pop (2017),tt4807950
City of Ghosts (2017),tt6333056
Long Shot (2017),tt7344360
I Smile Back (2015),tt3640682
Song of the Sea (2014),tt1865505
Annihilation (2018),tt2798920
Maze Runner: The Death Cure (2018),tt4500922
Replicas (2018),tt4154916
Darkest Hour (2017),tt4555426
Gotti (2018),tt1801552
The Death of Stalin (2017),tt4686844
"Roman J. Israel, Esq. (2017)",tt6000478
Shazam! (2019),tt0448115
Ant-Man and the Wasp (2018),tt5095030
Green Lantern Corps (0),tt4120636
Toy Story 4 (2019),tt1979376
Cyborg (0),
Solo: A Star Wars Story (2018),tt3778644
Fantastic Beasts: The Crimes of Grindelwald (2018),tt4123430
Justice League 2 (2019),tt4121026
The Flash (2022),tt0439572
Gambit (2012),tt0404978
Gambit (2020),tt3729594
World War Z 2 (0),tt3234552
How to Train Your Dragon: The Hidden World (2019),tt2386490
Avengers: Infinity War (2018),tt4154756
Aquaman (2018),tt1477834
Black Panther (2018),tt1825683
Lemon (2017),tt5973364
Person to Person (2017),tt5247026
Dolls (2007),tt0422981
The Little Hours (2017),tt5666304
Ned Rifle (2014),tt2925768
Killing Me Softly (2002),tt0250468
Love (2015),tt3774694
All About Anna (2005),tt0349080
Sherrybaby (2006),tt0423169
The King's Man (2020),tt6856242
The Brown Bunny (2003),tt0330099
Havoc (2005),tt0285175
Basic Instinct (1992),tt0103772
Basic Instinct 2 (2006),tt0430912
Harvard Man (2001),tt0242508
The Hole (2001),tt0242527
Sideways (2004),tt0375063
High Noon (1952),tt0044706
Outbreak (1995),tt0114069
Porco Rosso (1992),tt0104652
Le Samouraï (1967),tt0062229
Nebraska (2013),tt1821549
Midnight Cowboy (1969),tt0064665
"Spring, Summer, Fall, Winter... and Spring (2003)",tt0374546
The Book of Henry (2017),tt4572792
Diary of a Wimpy Kid: The Long Haul (2017),tt6003368
Gifted (2017),tt4481414
Churchill (2017),tt2674454
The Babysitter (2017),tt4225622
Maudie (2016),tt3721954
1922 (2017),tt6214928
Paperman (2012),tt2388725
Bajrangi Bhaijaan (2015),tt3863552
The Way He Looks (2014),tt1702014
Kung Fury (2015),tt3472226
Mommy (2014),tt3612616
Who Am I (2014),tt3042408
Ex Libris: The New York Public Library (2017),tt6209282
Spielberg (2017),tt7133092
Stories We Tell (2012),tt2366450
Jackass: The Movie (2002),tt0322802
The Cove (2009),tt1313104
